,0
HEALTHCARE_EXPENSES_178045.19,0.0
HEALTHCARE_EXPENSES_178309.63,0.0
HEALTHCARE_EXPENSES_178599.43,0.0
HEALTHCARE_EXPENSES_178697.37,0.0
HEALTHCARE_EXPENSES_178875.82,0.0
HEALTHCARE_EXPENSES_178959.67,0.0
HEALTHCARE_EXPENSES_17903.68,0.0
HEALTHCARE_EXPENSES_17911.63,0.0
HEALTHCARE_EXPENSES_179336.79,0.0
HEALTHCARE_EXPENSES_17956.83,0.0
HEALTHCARE_EXPENSES_17957.83,0.0
HEALTHCARE_EXPENSES_180066.91,0.0
HEALTHCARE_EXPENSES_18070.33,0.0
HEALTHCARE_EXPENSES_180819.26,0.0
HEALTHCARE_EXPENSES_18139.54,0.0
HEALTHCARE_EXPENSES_1814.65,0.0
HEALTHCARE_EXPENSES_18159.82,0.0
HEALTHCARE_EXPENSES_181627.06,0.0
HEALTHCARE_EXPENSES_181700.89,0.0
HEALTHCARE_EXPENSES_182083.48,0.0
HEALTHCARE_EXPENSES_182233.41,0.0
HEALTHCARE_EXPENSES_182465.91,0.0
HEALTHCARE_EXPENSES_182480.16,0.0
HEALTHCARE_EXPENSES_18252.68,0.0
HEALTHCARE_EXPENSES_182575.44,0.0
HEALTHCARE_EXPENSES_18273.96,0.0
HEALTHCARE_EXPENSES_18285.02,0.0
HEALTHCARE_EXPENSES_182852.28,0.0
HEALTHCARE_EXPENSES_183275.24,0.0
HEALTHCARE_EXPENSES_183279.56,0.0
HEALTHCARE_EXPENSES_18346.25,0.0
HEALTHCARE_EXPENSES_18364.59,0.0
HEALTHCARE_EXPENSES_184389.06,0.0
HEALTHCARE_EXPENSES_184426.56,0.0
HEALTHCARE_EXPENSES_184473.51,0.0
HEALTHCARE_EXPENSES_184557.83,0.0
HEALTHCARE_EXPENSES_18457.15,0.0
HEALTHCARE_EXPENSES_184642.64,0.0
HEALTHCARE_EXPENSES_184644.90,0.0
HEALTHCARE_EXPENSES_18469.77,0.0
HEALTHCARE_EXPENSES_184723.90,0.0
HEALTHCARE_EXPENSES_18497.03,0.0
HEALTHCARE_EXPENSES_185149.18,0.0
HEALTHCARE_EXPENSES_18537.40,0.0
HEALTHCARE_EXPENSES_185459.59,0.0
HEALTHCARE_EXPENSES_18561.54,0.0
HEALTHCARE_EXPENSES_185646.31,0.0
HEALTHCARE_EXPENSES_18582.70,0.0
HEALTHCARE_EXPENSES_185862.21,0.0
HEALTHCARE_EXPENSES_186108.29,0.0
HEALTHCARE_EXPENSES_186614.88,0.0
HEALTHCARE_EXPENSES_18694.65,0.0
HEALTHCARE_EXPENSES_187146.30,0.0
HEALTHCARE_EXPENSES_187894.55,0.0
HEALTHCARE_EXPENSES_188317.78,0.0
HEALTHCARE_EXPENSES_18924.13,0.0
HEALTHCARE_EXPENSES_18956.25,0.0
HEALTHCARE_EXPENSES_189705.59,0.0
HEALTHCARE_EXPENSES_189756.37,0.0
HEALTHCARE_EXPENSES_1899.56,0.0
HEALTHCARE_EXPENSES_19031.09,0.0
HEALTHCARE_EXPENSES_190408.33,0.0
HEALTHCARE_EXPENSES_19049.27,0.0
HEALTHCARE_EXPENSES_190804.54,0.0
HEALTHCARE_EXPENSES_19082.66,0.0
HEALTHCARE_EXPENSES_190862.70,0.0
HEALTHCARE_EXPENSES_190956.44,0.0
HEALTHCARE_EXPENSES_19143.83,0.0
HEALTHCARE_EXPENSES_191785.53,0.0
HEALTHCARE_EXPENSES_19180.18,0.0
HEALTHCARE_EXPENSES_19188.64,0.0
HEALTHCARE_EXPENSES_191957.13,0.0
HEALTHCARE_EXPENSES_192000.03,0.0
HEALTHCARE_EXPENSES_19266.56,0.0
HEALTHCARE_EXPENSES_19269.16,0.0
HEALTHCARE_EXPENSES_19299.57,0.0
HEALTHCARE_EXPENSES_19324.15,0.0
HEALTHCARE_EXPENSES_193429.02,0.0
HEALTHCARE_EXPENSES_193676.01,0.0
HEALTHCARE_EXPENSES_19371.76,0.0
HEALTHCARE_EXPENSES_193792.27,0.0
HEALTHCARE_EXPENSES_194133.22,0.0
HEALTHCARE_EXPENSES_19436.26,0.0
HEALTHCARE_EXPENSES_1945.86,0.0
HEALTHCARE_EXPENSES_194553.96,0.0
HEALTHCARE_EXPENSES_194629.27,0.0
HEALTHCARE_EXPENSES_19485.93,0.0
HEALTHCARE_EXPENSES_19508.19,0.0
HEALTHCARE_EXPENSES_195976.54,0.0
HEALTHCARE_EXPENSES_1963.08,0.0
HEALTHCARE_EXPENSES_196850.52,0.0
HEALTHCARE_EXPENSES_196868.82,0.0
HEALTHCARE_EXPENSES_196948.68,0.0
HEALTHCARE_EXPENSES_197521.22,0.0
HEALTHCARE_EXPENSES_197631.37,0.0
HEALTHCARE_EXPENSES_197813.40,0.0
HEALTHCARE_EXPENSES_197847.07,0.0
HEALTHCARE_EXPENSES_198007.38,0.0
HEALTHCARE_EXPENSES_198037.26,0.0
HEALTHCARE_EXPENSES_198398.27,0.0
HEALTHCARE_EXPENSES_198789.32,0.0
HEALTHCARE_EXPENSES_19910.17,0.0
HEALTHCARE_EXPENSES_199225.34,0.0
HEALTHCARE_EXPENSES_199313.67,0.0
HEALTHCARE_EXPENSES_199337.49,0.0
HEALTHCARE_EXPENSES_199492.62,0.0
HEALTHCARE_EXPENSES_199921.04,0.0
HEALTHCARE_EXPENSES_199977.84,0.0
HEALTHCARE_EXPENSES_200086.54,0.0
HEALTHCARE_EXPENSES_200403.24,0.0
HEALTHCARE_EXPENSES_200630.69,0.0
HEALTHCARE_EXPENSES_200999.39,0.0
HEALTHCARE_EXPENSES_201097.75,0.0
HEALTHCARE_EXPENSES_201461.95,0.0
HEALTHCARE_EXPENSES_201508.20,0.0
HEALTHCARE_EXPENSES_2017.55,0.0
HEALTHCARE_EXPENSES_202070.36,0.0
HEALTHCARE_EXPENSES_20246.36,0.0
HEALTHCARE_EXPENSES_202483.23,0.0
HEALTHCARE_EXPENSES_20250.13,0.0
HEALTHCARE_EXPENSES_202945.44,0.0
HEALTHCARE_EXPENSES_203164.75,0.0
HEALTHCARE_EXPENSES_203594.37,0.0
HEALTHCARE_EXPENSES_203935.26,0.0
HEALTHCARE_EXPENSES_203952.15,0.0
HEALTHCARE_EXPENSES_204149.11,0.0
HEALTHCARE_EXPENSES_20449.42,0.0
HEALTHCARE_EXPENSES_2045.86,0.0
HEALTHCARE_EXPENSES_204623.86,0.0
HEALTHCARE_EXPENSES_2051.29,0.0
HEALTHCARE_EXPENSES_20516.43,0.0
HEALTHCARE_EXPENSES_205642.18,0.0
HEALTHCARE_EXPENSES_205789.00,0.0
HEALTHCARE_EXPENSES_205845.41,0.0
HEALTHCARE_EXPENSES_20585.63,0.0
HEALTHCARE_EXPENSES_20614.40,0.0
HEALTHCARE_EXPENSES_206168.86,0.0
HEALTHCARE_EXPENSES_20645.80,0.0
HEALTHCARE_EXPENSES_20661.21,0.0
HEALTHCARE_EXPENSES_206849.53,0.0
HEALTHCARE_EXPENSES_207024.50,0.0
HEALTHCARE_EXPENSES_207417.41,0.0
HEALTHCARE_EXPENSES_207496.63,0.0
HEALTHCARE_EXPENSES_20767.21,0.0
HEALTHCARE_EXPENSES_208464.77,0.0
HEALTHCARE_EXPENSES_20871.01,0.0
HEALTHCARE_EXPENSES_20881.05,0.0
HEALTHCARE_EXPENSES_20884.16,0.0
HEALTHCARE_EXPENSES_209008.32,0.0
HEALTHCARE_EXPENSES_20908.97,0.0
HEALTHCARE_EXPENSES_20987.04,0.0
HEALTHCARE_EXPENSES_21014.13,0.0
HEALTHCARE_EXPENSES_210316.78,0.0
HEALTHCARE_EXPENSES_210479.38,0.0
HEALTHCARE_EXPENSES_210732.61,0.0
HEALTHCARE_EXPENSES_210998.28,0.0
HEALTHCARE_EXPENSES_21130.53,0.0
HEALTHCARE_EXPENSES_211419.87,0.0
HEALTHCARE_EXPENSES_211706.92,0.0
HEALTHCARE_EXPENSES_211836.47,0.0
HEALTHCARE_EXPENSES_212219.48,0.0
HEALTHCARE_EXPENSES_21230.38,0.0
HEALTHCARE_EXPENSES_212322.07,0.0
HEALTHCARE_EXPENSES_212339.58,0.0
HEALTHCARE_EXPENSES_21313.45,0.0
HEALTHCARE_EXPENSES_214388.21,0.0
HEALTHCARE_EXPENSES_21453.03,0.0
HEALTHCARE_EXPENSES_214680.59,0.0
HEALTHCARE_EXPENSES_214836.01,0.0
HEALTHCARE_EXPENSES_214910.52,0.0
HEALTHCARE_EXPENSES_21502.48,0.0
HEALTHCARE_EXPENSES_215354.99,0.0
HEALTHCARE_EXPENSES_21556.69,0.0
HEALTHCARE_EXPENSES_215859.37,0.0
HEALTHCARE_EXPENSES_215974.27,0.0
HEALTHCARE_EXPENSES_21675.18,0.0
HEALTHCARE_EXPENSES_2170.50,0.0
HEALTHCARE_EXPENSES_217409.48,0.0
HEALTHCARE_EXPENSES_217523.17,0.0
HEALTHCARE_EXPENSES_2177.27,0.0
HEALTHCARE_EXPENSES_218043.48,0.0
HEALTHCARE_EXPENSES_21813.92,0.0
HEALTHCARE_EXPENSES_218307.42,0.0
HEALTHCARE_EXPENSES_218335.84,0.0
HEALTHCARE_EXPENSES_21881.98,0.0
HEALTHCARE_EXPENSES_218901.36,0.0
HEALTHCARE_EXPENSES_21949.11,0.0
HEALTHCARE_EXPENSES_219646.94,0.0
HEALTHCARE_EXPENSES_21966.53,0.0
HEALTHCARE_EXPENSES_220360.75,0.0
HEALTHCARE_EXPENSES_221001.05,0.0
HEALTHCARE_EXPENSES_22101.28,0.0
HEALTHCARE_EXPENSES_221165.98,0.0
HEALTHCARE_EXPENSES_221810.57,0.0
HEALTHCARE_EXPENSES_221838.26,0.0
HEALTHCARE_EXPENSES_22266.75,0.0
HEALTHCARE_EXPENSES_222733.61,0.0
HEALTHCARE_EXPENSES_223409.88,0.0
HEALTHCARE_EXPENSES_22367.75,0.0
HEALTHCARE_EXPENSES_22382.00,0.0
HEALTHCARE_EXPENSES_22392.91,0.0
HEALTHCARE_EXPENSES_224196.69,0.0
HEALTHCARE_EXPENSES_224301.32,0.0
HEALTHCARE_EXPENSES_224428.33,0.0
HEALTHCARE_EXPENSES_22457.25,0.0
HEALTHCARE_EXPENSES_22474.88,0.0
HEALTHCARE_EXPENSES_224971.57,0.0
HEALTHCARE_EXPENSES_22513.89,0.0
HEALTHCARE_EXPENSES_225455.80,0.0
HEALTHCARE_EXPENSES_225714.15,0.0
HEALTHCARE_EXPENSES_226184.17,0.0
HEALTHCARE_EXPENSES_22762.48,0.0
HEALTHCARE_EXPENSES_22834.72,0.0
HEALTHCARE_EXPENSES_228445.11,0.0
HEALTHCARE_EXPENSES_228669.76,0.0
HEALTHCARE_EXPENSES_228679.20,0.0
HEALTHCARE_EXPENSES_2295.86,0.0
HEALTHCARE_EXPENSES_22952.40,0.0
HEALTHCARE_EXPENSES_229663.52,0.0
HEALTHCARE_EXPENSES_229753.19,0.0
HEALTHCARE_EXPENSES_229811.63,0.0
HEALTHCARE_EXPENSES_229939.89,0.0
HEALTHCARE_EXPENSES_230118.40,0.0
HEALTHCARE_EXPENSES_23079.16,0.0
HEALTHCARE_EXPENSES_231021.78,0.0
HEALTHCARE_EXPENSES_23116.50,0.0
HEALTHCARE_EXPENSES_23147.35,0.0
HEALTHCARE_EXPENSES_231768.58,0.0
HEALTHCARE_EXPENSES_232273.16,0.0
HEALTHCARE_EXPENSES_232568.75,0.0
HEALTHCARE_EXPENSES_23330.10,0.0
HEALTHCARE_EXPENSES_23385.47,0.0
HEALTHCARE_EXPENSES_2342.18,0.0
HEALTHCARE_EXPENSES_2342.41,0.0
HEALTHCARE_EXPENSES_234735.37,0.0
HEALTHCARE_EXPENSES_234834.06,0.0
HEALTHCARE_EXPENSES_234850.40,0.0
HEALTHCARE_EXPENSES_23544.63,0.0
HEALTHCARE_EXPENSES_235440.45,0.0
HEALTHCARE_EXPENSES_235681.73,0.0
HEALTHCARE_EXPENSES_236235.77,0.0
HEALTHCARE_EXPENSES_236350.44,0.0
HEALTHCARE_EXPENSES_236444.92,0.0
HEALTHCARE_EXPENSES_236724.19,0.0
HEALTHCARE_EXPENSES_23719.69,0.0
HEALTHCARE_EXPENSES_23845.22,0.0
HEALTHCARE_EXPENSES_238554.65,0.0
HEALTHCARE_EXPENSES_238701.63,0.0
HEALTHCARE_EXPENSES_238947.11,0.0
HEALTHCARE_EXPENSES_239478.92,0.0
HEALTHCARE_EXPENSES_239582.42,0.0
HEALTHCARE_EXPENSES_23980.02,0.0
HEALTHCARE_EXPENSES_23981.11,0.0
HEALTHCARE_EXPENSES_240327.27,0.0
HEALTHCARE_EXPENSES_241520.27,0.0
HEALTHCARE_EXPENSES_24197.28,0.0
HEALTHCARE_EXPENSES_242412.90,0.0
HEALTHCARE_EXPENSES_24259.42,0.0
HEALTHCARE_EXPENSES_242782.85,0.0
HEALTHCARE_EXPENSES_24315.23,0.0
HEALTHCARE_EXPENSES_243291.30,0.0
HEALTHCARE_EXPENSES_243987.51,0.0
HEALTHCARE_EXPENSES_244052.41,0.0
HEALTHCARE_EXPENSES_245231.29,0.0
HEALTHCARE_EXPENSES_245611.32,0.0
HEALTHCARE_EXPENSES_24564.33,0.0
HEALTHCARE_EXPENSES_245691.45,0.0
HEALTHCARE_EXPENSES_24581.64,0.0
HEALTHCARE_EXPENSES_245886.35,0.0
HEALTHCARE_EXPENSES_246053.02,0.0
HEALTHCARE_EXPENSES_24619.67,0.0
HEALTHCARE_EXPENSES_2466.44,0.0
HEALTHCARE_EXPENSES_24732.02,0.0
HEALTHCARE_EXPENSES_24769.84,0.0
HEALTHCARE_EXPENSES_247892.12,0.0
HEALTHCARE_EXPENSES_24804.34,0.0
HEALTHCARE_EXPENSES_248167.91,0.0
HEALTHCARE_EXPENSES_249098.41,0.0
HEALTHCARE_EXPENSES_24921.17,0.0
HEALTHCARE_EXPENSES_249986.66,0.0
HEALTHCARE_EXPENSES_250349.07,0.0
HEALTHCARE_EXPENSES_250980.17,0.0
HEALTHCARE_EXPENSES_251259.29,0.0
HEALTHCARE_EXPENSES_251616.92,0.0
HEALTHCARE_EXPENSES_25242.26,0.0
HEALTHCARE_EXPENSES_252859.84,0.0
HEALTHCARE_EXPENSES_252981.94,0.0
HEALTHCARE_EXPENSES_25302.71,0.0
HEALTHCARE_EXPENSES_25316.55,0.0
HEALTHCARE_EXPENSES_253953.40,0.0
HEALTHCARE_EXPENSES_254003.91,0.0
HEALTHCARE_EXPENSES_254321.02,0.0
HEALTHCARE_EXPENSES_25503.27,0.0
HEALTHCARE_EXPENSES_255207.13,0.0
HEALTHCARE_EXPENSES_255922.45,0.0
HEALTHCARE_EXPENSES_25612.55,0.0
HEALTHCARE_EXPENSES_25622.53,0.0
HEALTHCARE_EXPENSES_256278.33,0.0
HEALTHCARE_EXPENSES_256755.24,0.0
HEALTHCARE_EXPENSES_25722.26,0.0
HEALTHCARE_EXPENSES_257347.05,0.0
HEALTHCARE_EXPENSES_25778.87,0.0
HEALTHCARE_EXPENSES_25815.70,0.0
HEALTHCARE_EXPENSES_2582.59,0.0
HEALTHCARE_EXPENSES_258557.59,0.0
HEALTHCARE_EXPENSES_25898.92,0.0
HEALTHCARE_EXPENSES_259227.76,0.0
HEALTHCARE_EXPENSES_259361.93,0.0
HEALTHCARE_EXPENSES_25943.07,0.0
HEALTHCARE_EXPENSES_259518.16,0.0
HEALTHCARE_EXPENSES_26004.95,0.0
HEALTHCARE_EXPENSES_260342.34,0.0
HEALTHCARE_EXPENSES_260539.10,0.0
HEALTHCARE_EXPENSES_26056.84,0.0
HEALTHCARE_EXPENSES_260833.15,0.0
HEALTHCARE_EXPENSES_26099.85,0.0
HEALTHCARE_EXPENSES_26140.54,0.0
HEALTHCARE_EXPENSES_261533.65,0.0
HEALTHCARE_EXPENSES_26200.37,0.0
HEALTHCARE_EXPENSES_26237.28,0.0
HEALTHCARE_EXPENSES_26287.18,0.0
HEALTHCARE_EXPENSES_26460.02,0.0
HEALTHCARE_EXPENSES_264803.87,0.0
HEALTHCARE_EXPENSES_2649.42,0.0
HEALTHCARE_EXPENSES_265018.61,0.0
HEALTHCARE_EXPENSES_265162.18,0.0
HEALTHCARE_EXPENSES_265170.77,0.0
HEALTHCARE_EXPENSES_265260.59,0.0
HEALTHCARE_EXPENSES_26538.79,0.0
HEALTHCARE_EXPENSES_2657.55,0.0
HEALTHCARE_EXPENSES_266336.57,0.0
HEALTHCARE_EXPENSES_26737.72,0.0
HEALTHCARE_EXPENSES_26762.30,0.0
HEALTHCARE_EXPENSES_26861.79,0.0
HEALTHCARE_EXPENSES_268637.00,0.0
HEALTHCARE_EXPENSES_26881.96,0.0
HEALTHCARE_EXPENSES_269092.60,0.0
HEALTHCARE_EXPENSES_269544.94,0.0
HEALTHCARE_EXPENSES_270190.29,0.0
HEALTHCARE_EXPENSES_270275.22,0.0
HEALTHCARE_EXPENSES_270284.74,0.0
HEALTHCARE_EXPENSES_270579.08,0.0
HEALTHCARE_EXPENSES_27077.97,0.0
HEALTHCARE_EXPENSES_271855.12,0.0
HEALTHCARE_EXPENSES_271880.08,0.0
HEALTHCARE_EXPENSES_27245.92,0.0
HEALTHCARE_EXPENSES_272455.56,0.0
HEALTHCARE_EXPENSES_272752.40,0.0
HEALTHCARE_EXPENSES_272968.73,0.0
HEALTHCARE_EXPENSES_27344.25,0.0
HEALTHCARE_EXPENSES_274625.33,0.0
HEALTHCARE_EXPENSES_275383.58,0.0
HEALTHCARE_EXPENSES_2758.25,0.0
HEALTHCARE_EXPENSES_27586.28,0.0
HEALTHCARE_EXPENSES_27610.14,0.0
HEALTHCARE_EXPENSES_27617.35,0.0
HEALTHCARE_EXPENSES_276280.15,0.0
HEALTHCARE_EXPENSES_27685.37,0.0
HEALTHCARE_EXPENSES_277036.54,0.0
HEALTHCARE_EXPENSES_27767.89,0.0
HEALTHCARE_EXPENSES_278437.20,0.0
HEALTHCARE_EXPENSES_278558.63,0.0
HEALTHCARE_EXPENSES_278884.34,0.0
HEALTHCARE_EXPENSES_279007.09,0.0
HEALTHCARE_EXPENSES_2797.57,0.0
HEALTHCARE_EXPENSES_27982.75,0.0
HEALTHCARE_EXPENSES_279876.23,0.0
HEALTHCARE_EXPENSES_279877.54,0.0
HEALTHCARE_EXPENSES_28020.98,0.0
HEALTHCARE_EXPENSES_281841.91,0.0
HEALTHCARE_EXPENSES_2819.41,0.0
HEALTHCARE_EXPENSES_28216.16,0.0
HEALTHCARE_EXPENSES_282485.09,0.0
HEALTHCARE_EXPENSES_2825.34,0.0
HEALTHCARE_EXPENSES_282556.35,0.0
HEALTHCARE_EXPENSES_283123.69,0.0
HEALTHCARE_EXPENSES_28314.20,0.0
HEALTHCARE_EXPENSES_283173.31,0.0
HEALTHCARE_EXPENSES_284018.59,0.0
HEALTHCARE_EXPENSES_28453.51,0.0
HEALTHCARE_EXPENSES_28470.40,0.0
HEALTHCARE_EXPENSES_284845.69,0.0
HEALTHCARE_EXPENSES_28498.74,0.0
HEALTHCARE_EXPENSES_285009.91,0.0
HEALTHCARE_EXPENSES_28554.93,0.0
HEALTHCARE_EXPENSES_285920.55,0.0
HEALTHCARE_EXPENSES_286545.78,0.0
HEALTHCARE_EXPENSES_286898.65,0.0
HEALTHCARE_EXPENSES_287592.78,0.0
HEALTHCARE_EXPENSES_2877.82,0.0
HEALTHCARE_EXPENSES_287926.81,0.0
HEALTHCARE_EXPENSES_289290.37,0.0
HEALTHCARE_EXPENSES_28936.04,0.0
HEALTHCARE_EXPENSES_28958.89,0.0
HEALTHCARE_EXPENSES_28977.42,0.0
HEALTHCARE_EXPENSES_29043.52,0.0
HEALTHCARE_EXPENSES_291507.11,0.0
HEALTHCARE_EXPENSES_291593.59,0.0
HEALTHCARE_EXPENSES_2916.96,0.0
HEALTHCARE_EXPENSES_29262.91,0.0
HEALTHCARE_EXPENSES_293745.52,0.0
HEALTHCARE_EXPENSES_293779.35,0.0
HEALTHCARE_EXPENSES_294419.82,0.0
HEALTHCARE_EXPENSES_295015.88,0.0
HEALTHCARE_EXPENSES_297203.78,0.0
HEALTHCARE_EXPENSES_2979.01,0.0
HEALTHCARE_EXPENSES_29889.21,0.0
HEALTHCARE_EXPENSES_299077.89,0.0
HEALTHCARE_EXPENSES_299287.51,0.0
HEALTHCARE_EXPENSES_2995.86,0.0
HEALTHCARE_EXPENSES_299702.70,0.0
HEALTHCARE_EXPENSES_300266.22,0.0
HEALTHCARE_EXPENSES_300269.68,0.0
HEALTHCARE_EXPENSES_3021.05,0.0
HEALTHCARE_EXPENSES_302320.15,0.0
HEALTHCARE_EXPENSES_302583.86,0.0
HEALTHCARE_EXPENSES_30259.76,0.0
HEALTHCARE_EXPENSES_302700.41,0.0
HEALTHCARE_EXPENSES_303155.66,0.0
HEALTHCARE_EXPENSES_303560.28,0.0
HEALTHCARE_EXPENSES_3050.00,0.0
HEALTHCARE_EXPENSES_305218.04,0.0
HEALTHCARE_EXPENSES_3055.49,0.0
HEALTHCARE_EXPENSES_308007.90,0.0
HEALTHCARE_EXPENSES_30809.09,0.0
HEALTHCARE_EXPENSES_308673.35,0.0
HEALTHCARE_EXPENSES_308762.55,0.0
HEALTHCARE_EXPENSES_308845.87,0.0
HEALTHCARE_EXPENSES_309125.78,0.0
HEALTHCARE_EXPENSES_310052.65,0.0
HEALTHCARE_EXPENSES_310301.49,0.0
HEALTHCARE_EXPENSES_311211.38,0.0
HEALTHCARE_EXPENSES_311778.33,0.0
HEALTHCARE_EXPENSES_311976.18,0.0
HEALTHCARE_EXPENSES_312330.90,0.0
HEALTHCARE_EXPENSES_312696.07,0.0
HEALTHCARE_EXPENSES_31483.70,0.0
HEALTHCARE_EXPENSES_31548.07,0.0
HEALTHCARE_EXPENSES_315642.90,0.0
HEALTHCARE_EXPENSES_316051.55,0.0
HEALTHCARE_EXPENSES_31696.17,0.0
HEALTHCARE_EXPENSES_31786.99,0.0
HEALTHCARE_EXPENSES_31909.16,0.0
HEALTHCARE_EXPENSES_31911.53,0.0
HEALTHCARE_EXPENSES_31920.13,0.0
HEALTHCARE_EXPENSES_31924.89,0.0
HEALTHCARE_EXPENSES_3195.86,0.0
HEALTHCARE_EXPENSES_320882.43,0.0
HEALTHCARE_EXPENSES_320983.98,0.0
HEALTHCARE_EXPENSES_32342.23,0.0
HEALTHCARE_EXPENSES_324143.96,0.0
HEALTHCARE_EXPENSES_324154.25,0.0
HEALTHCARE_EXPENSES_325126.81,0.0
HEALTHCARE_EXPENSES_326343.56,0.0
HEALTHCARE_EXPENSES_326403.19,0.0
HEALTHCARE_EXPENSES_327554.20,0.0
HEALTHCARE_EXPENSES_328104.82,0.0
HEALTHCARE_EXPENSES_328109.31,0.0
HEALTHCARE_EXPENSES_328475.19,0.0
HEALTHCARE_EXPENSES_328605.73,0.0
HEALTHCARE_EXPENSES_329320.14,0.0
HEALTHCARE_EXPENSES_3295.86,0.0
HEALTHCARE_EXPENSES_329845.10,0.0
HEALTHCARE_EXPENSES_330112.79,0.0
HEALTHCARE_EXPENSES_330129.73,0.0
HEALTHCARE_EXPENSES_330184.65,0.0
HEALTHCARE_EXPENSES_330238.77,0.0
HEALTHCARE_EXPENSES_3311.29,0.0
HEALTHCARE_EXPENSES_33122.53,0.0
HEALTHCARE_EXPENSES_3321.19,0.0
HEALTHCARE_EXPENSES_33218.74,0.0
HEALTHCARE_EXPENSES_33304.37,0.0
HEALTHCARE_EXPENSES_333333.70,0.0
HEALTHCARE_EXPENSES_3335.00,0.0
HEALTHCARE_EXPENSES_333704.02,0.0
HEALTHCARE_EXPENSES_334450.62,0.0
HEALTHCARE_EXPENSES_334676.14,0.0
HEALTHCARE_EXPENSES_33517.67,0.0
HEALTHCARE_EXPENSES_33536.57,0.0
HEALTHCARE_EXPENSES_339209.63,0.0
HEALTHCARE_EXPENSES_3400.00,0.0
HEALTHCARE_EXPENSES_340494.51,0.0
HEALTHCARE_EXPENSES_34068.46,0.0
HEALTHCARE_EXPENSES_340792.73,0.0
HEALTHCARE_EXPENSES_342116.58,0.0
HEALTHCARE_EXPENSES_342257.21,0.0
HEALTHCARE_EXPENSES_34252.15,0.0
HEALTHCARE_EXPENSES_342908.47,0.0
HEALTHCARE_EXPENSES_343032.77,0.0
HEALTHCARE_EXPENSES_34320.20,0.0
HEALTHCARE_EXPENSES_343288.09,0.0
HEALTHCARE_EXPENSES_343337.26,0.0
HEALTHCARE_EXPENSES_343544.77,0.0
HEALTHCARE_EXPENSES_34410.07,0.0
HEALTHCARE_EXPENSES_344808.90,0.0
HEALTHCARE_EXPENSES_34501.88,0.0
HEALTHCARE_EXPENSES_345413.43,0.0
HEALTHCARE_EXPENSES_34570.34,0.0
HEALTHCARE_EXPENSES_346532.91,0.0
HEALTHCARE_EXPENSES_34867.80,0.0
HEALTHCARE_EXPENSES_34886.55,0.0
HEALTHCARE_EXPENSES_349298.80,0.0
HEALTHCARE_EXPENSES_3497.88,0.0
HEALTHCARE_EXPENSES_3498.99,0.0
HEALTHCARE_EXPENSES_35010.85,0.0
HEALTHCARE_EXPENSES_350109.78,0.0
HEALTHCARE_EXPENSES_35027.07,0.0
HEALTHCARE_EXPENSES_350474.93,0.0
HEALTHCARE_EXPENSES_35098.09,0.0
HEALTHCARE_EXPENSES_352606.13,0.0
HEALTHCARE_EXPENSES_35315.37,0.0
HEALTHCARE_EXPENSES_353573.35,0.0
HEALTHCARE_EXPENSES_353782.55,0.0
HEALTHCARE_EXPENSES_354159.22,0.0
HEALTHCARE_EXPENSES_35721.42,0.0
HEALTHCARE_EXPENSES_358441.77,0.0
HEALTHCARE_EXPENSES_35903.25,0.0
HEALTHCARE_EXPENSES_3601.42,0.0
HEALTHCARE_EXPENSES_36085.99,0.0
HEALTHCARE_EXPENSES_362153.22,0.0
HEALTHCARE_EXPENSES_363191.29,0.0
HEALTHCARE_EXPENSES_36422.73,0.0
HEALTHCARE_EXPENSES_365014.28,0.0
HEALTHCARE_EXPENSES_365368.08,0.0
HEALTHCARE_EXPENSES_36677.40,0.0
HEALTHCARE_EXPENSES_368497.77,0.0
HEALTHCARE_EXPENSES_36873.41,0.0
HEALTHCARE_EXPENSES_3696.87,0.0
HEALTHCARE_EXPENSES_37016.08,0.0
HEALTHCARE_EXPENSES_370274.10,0.0
HEALTHCARE_EXPENSES_371779.49,0.0
HEALTHCARE_EXPENSES_372757.31,0.0
HEALTHCARE_EXPENSES_373867.51,0.0
HEALTHCARE_EXPENSES_37409.17,0.0
HEALTHCARE_EXPENSES_374209.00,0.0
HEALTHCARE_EXPENSES_37472.80,0.0
HEALTHCARE_EXPENSES_374744.72,0.0
HEALTHCARE_EXPENSES_375063.27,0.0
HEALTHCARE_EXPENSES_375162.84,0.0
HEALTHCARE_EXPENSES_37574.50,0.0
HEALTHCARE_EXPENSES_375884.42,0.0
HEALTHCARE_EXPENSES_37618.84,0.0
HEALTHCARE_EXPENSES_377841.11,0.0
HEALTHCARE_EXPENSES_378430.17,0.0
HEALTHCARE_EXPENSES_3789.55,0.0
HEALTHCARE_EXPENSES_37981.41,0.0
HEALTHCARE_EXPENSES_380475.38,0.0
HEALTHCARE_EXPENSES_381678.40,0.0
HEALTHCARE_EXPENSES_384116.24,0.0
HEALTHCARE_EXPENSES_38448.49,0.0
HEALTHCARE_EXPENSES_38620.68,0.0
HEALTHCARE_EXPENSES_386283.87,0.0
HEALTHCARE_EXPENSES_38691.23,0.0
HEALTHCARE_EXPENSES_3874.76,0.0
HEALTHCARE_EXPENSES_38749.23,0.0
HEALTHCARE_EXPENSES_387611.97,0.0
HEALTHCARE_EXPENSES_388406.44,0.0
HEALTHCARE_EXPENSES_390339.02,0.0
HEALTHCARE_EXPENSES_391043.62,0.0
